date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:33:52	162126/162126	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:33:56%20GMT	https://hoilhpn.org.vn/trang-chu	E:/Task/Pj/HoiPN/hoilhpn.org.vn/trang-chu.html	(from )
14:33:53	43/43	---MCZ	200	added ('OK')	text/plain	date:Mon,%2001%20Apr%202024%2007:33:57%20GMT	https://hoilhpn.org.vn/robots.txt		(from )
14:33:53	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%22f8f45206%22	https://hoilhpn.org.vn/CTT_HLHPN-theme/images/favicon.ico	E:/Task/Pj/HoiPN/hoilhpn.org.vn/CTT_HLHPN-theme/images/favicon.ico	(from https://hoilhpn.org.vn/trang-chu)
14:33:53	670/670	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Apr%202024%2007:33:58%20GMT	https://hoilhpn.org.vn/	E:/Task/Pj/HoiPN/hoilhpn.org.vn/index.html	(from https://hoilhpn.org.vn/trang-chu)
14:33:53	670/670	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Apr%202024%2007:33:58%20GMT	https://hoilhpn.org.vn/vi	E:/Task/Pj/HoiPN/hoilhpn.org.vn/vi.2.delayed	(from https://hoilhpn.org.vn/trang-chu)
14:33:54	670/670	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Apr%202024%2007:33:58%20GMT	https://hoilhpn.org.vn/en	E:/Task/Pj/HoiPN/hoilhpn.org.vn/en.3.delayed	(from https://hoilhpn.org.vn/trang-chu)
14:33:54	168123/168123	---M-Z	200	added ('OK')	text/css	etag:%221f7e5216%22	https://hoilhpn.org.vn/CTT_HLHPN-theme/css/aui.css?browserId=other&themeId=CTT_HLHPN_WAR_CTT_HLHPNtheme&minifierType=css&languageId=vi_VN&b=6205&t=1590204257000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/CTT_HLHPN-theme/css/aui702f.css	(from https://hoilhpn.org.vn/trang-chu)
14:33:55	122412/122412	---M-Z	200	added ('OK')	text/css	etag:%221d961b8b%22	https://hoilhpn.org.vn/html/css/main.css?browserId=other&themeId=CTT_HLHPN_WAR_CTT_HLHPNtheme&minifierType=css&languageId=vi_VN&b=6205&t=1467517605000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/html/css/mainc41f.css	(from https://hoilhpn.org.vn/trang-chu)
14:33:55	213/213	---M-Z	200	added ('OK')	text/css	etag:%22ba77857d%22	https://hoilhpn.org.vn/CmsView-EcoIT-portlet/css/main.css?browserId=other&themeId=CTT_HLHPN_WAR_CTT_HLHPNtheme&minifierType=css&languageId=vi_VN&b=6205&t=1704845322000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/CmsView-EcoIT-portlet/css/mainb915.css	(from https://hoilhpn.org.vn/trang-chu)
14:33:56	142/142	---M-Z	200	added ('OK')	text/css	etag:%222152b373%22	https://hoilhpn.org.vn/ECOIT-LichTuan-portlet/css/main.css?browserId=other&themeId=CTT_HLHPN_WAR_CTT_HLHPNtheme&minifierType=css&languageId=vi_VN&b=6205&t=1704845322000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/ECOIT-LichTuan-portlet/css/mainb915.css	(from https://hoilhpn.org.vn/trang-chu)
14:33:56	1438/1438	---M-Z	200	added ('OK')	text/css	etag:%2258c07a2d%22	https://hoilhpn.org.vn/ELegalDocument-portlet/css/main.css?browserId=other&themeId=CTT_HLHPN_WAR_CTT_HLHPNtheme&minifierType=css&languageId=vi_VN&b=6205&t=1704845322000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/ELegalDocument-portlet/css/mainb915.css	(from https://hoilhpn.org.vn/trang-chu)
14:33:56	395/395	---M-Z	200	added ('OK')	text/css	etag:%22ff4f56a9%22	https://hoilhpn.org.vn/Ecoit_QuangCao-portlet/css/main.css?browserId=other&themeId=CTT_HLHPN_WAR_CTT_HLHPNtheme&minifierType=css&languageId=vi_VN&b=6205&t=1704845324000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/Ecoit_QuangCao-portlet/css/mainae1b.css	(from https://hoilhpn.org.vn/trang-chu)
14:33:57	100/100	---M-Z	200	added ('OK')	text/css	etag:%22871efd32%22	https://hoilhpn.org.vn/ECOIT-ThuVienAnh-portlet/css/main.css?browserId=other&themeId=CTT_HLHPN_WAR_CTT_HLHPNtheme&minifierType=css&languageId=vi_VN&b=6205&t=1704845322000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/ECOIT-ThuVienAnh-portlet/css/mainb915.css	(from https://hoilhpn.org.vn/trang-chu)
14:33:57	553/553	---M-Z	200	added ('OK')	text/css	etag:%22c89462f6%22	https://hoilhpn.org.vn/ECOIT-ThuVienClip-portlet/css/main.css?browserId=other&themeId=CTT_HLHPN_WAR_CTT_HLHPNtheme&minifierType=css&languageId=vi_VN&b=6205&t=1704845322000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/ECOIT-ThuVienClip-portlet/css/mainb915.css	(from https://hoilhpn.org.vn/trang-chu)
14:33:58	0/0	---M-Z	200	added ('OK')	text/css	etag:%22f25aca1%22	https://hoilhpn.org.vn/Links-portlet/css/main.css?browserId=other&themeId=CTT_HLHPN_WAR_CTT_HLHPNtheme&minifierType=css&languageId=vi_VN&b=6205&t=1704845346000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/Links-portlet/css/main9054.css	(from https://hoilhpn.org.vn/trang-chu)
14:33:58	17814/17814	---M-Z	200	added ('OK')	text/css	etag:%22af8c6706%22	https://hoilhpn.org.vn/notifications-portlet/notifications/css/main.css?browserId=other&themeId=CTT_HLHPN_WAR_CTT_HLHPNtheme&minifierType=css&languageId=vi_VN&b=6205&t=1704845345000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/notifications-portlet/notifications/css/main8207.css	(from https://hoilhpn.org.vn/trang-chu)
14:33:59	0/0	---M-Z	200	added ('OK')	text/css	etag:%22f25aca1%22	https://hoilhpn.org.vn/EcoFooterBCT-portlet/css/main.css?browserId=other&themeId=CTT_HLHPN_WAR_CTT_HLHPNtheme&minifierType=css&languageId=vi_VN&b=6205&t=1704845322000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/EcoFooterBCT-portlet/css/mainb915.css	(from https://hoilhpn.org.vn/trang-chu)
14:33:59	12204/12204	---M-Z	200	added ('OK')	text/css	etag:%225a8f87f0%22	https://hoilhpn.org.vn/html/portlet/layouts_admin/css/main.css?browserId=other&themeId=CTT_HLHPN_WAR_CTT_HLHPNtheme&minifierType=css&languageId=vi_VN&b=6205&t=1704845346000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/html/portlet/layouts_admin/css/main9054.css	(from https://hoilhpn.org.vn/trang-chu)
14:33:59	1634/1634	---M-Z	200	added ('OK')	text/css	etag:%222c1c8b73%22	https://hoilhpn.org.vn/html/portlet/portlet_configuration/css/main.css?browserId=other&themeId=CTT_HLHPN_WAR_CTT_HLHPNtheme&minifierType=css&languageId=vi_VN&b=6205&t=1704845346000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/html/portlet/portlet_configuration/css/main9054.css	(from https://hoilhpn.org.vn/trang-chu)
14:34:00	0/0	---M-Z	200	added ('OK')	text/css	etag:%22f25aca1%22	https://hoilhpn.org.vn/EcoHeaderBCT-portlet/css/main.css?browserId=other&themeId=CTT_HLHPN_WAR_CTT_HLHPNtheme&minifierType=css&languageId=vi_VN&b=6205&t=1704845322000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/EcoHeaderBCT-portlet/css/mainb915.css	(from https://hoilhpn.org.vn/trang-chu)
14:34:01	412488/412488	---M-Z	200	added ('OK')	text/javascript	etag:%229a8e2970%22	https://hoilhpn.org.vn/html/js/barebone.jsp?browserId=other&themeId=CTT_HLHPN_WAR_CTT_HLHPNtheme&colorSchemeId=01&minifierType=js&minifierBundleId=javascript.barebone.files&languageId=vi_VN&b=6205&t=1582183931000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/html/js/barebone1ed1.jsp	(from https://hoilhpn.org.vn/trang-chu)
14:34:01	61224/61224	---M-Z	200	added ('OK')	text/javascript	etag:%22508abe01%22	https://hoilhpn.org.vn/ECOIT-ThuVienAnh-portlet/js/jquery.tn3lite.min.js?browserId=other&minifierType=js&languageId=vi_VN&b=6205&t=1704845322000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/ECOIT-ThuVienAnh-portlet/js/jquery.tn3lite.min83c8.js	(from https://hoilhpn.org.vn/trang-chu)
14:34:01	847/847	---M-Z	200	added ('OK')	text/javascript	etag:%2271e5d2ae%22	https://hoilhpn.org.vn/ECOIT-ThuVienAnh-portlet/js/misc.js?browserId=other&minifierType=js&languageId=vi_VN&b=6205&t=1704845322000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/ECOIT-ThuVienAnh-portlet/js/misc83c8.js	(from https://hoilhpn.org.vn/trang-chu)
14:34:02	104720/104720	---M-Z	200	added ('OK')	text/javascript	etag:%2264b2e37c%22	https://hoilhpn.org.vn/ECOIT-ThuVienClip-portlet/js/jquery.js?browserId=other&minifierType=js&languageId=vi_VN&b=6205&t=1704845322000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/ECOIT-ThuVienClip-portlet/js/jquery83c8.js	(from https://hoilhpn.org.vn/trang-chu)
14:34:02	71423/71423	---M-Z	200	added ('OK')	text/css	etag:%22176a7d6f%22	https://hoilhpn.org.vn/CTT_HLHPN-theme/css/main.css?browserId=other&themeId=CTT_HLHPN_WAR_CTT_HLHPNtheme&minifierType=css&languageId=vi_VN&b=6205&t=1590204257000	E:/Task/Pj/HoiPN/hoilhpn.org.vn/CTT_HLHPN-theme/css/main702f.css	(from https://hoilhpn.org.vn/trang-chu)
14:34:03	172578/172578	---M-Z	200	added ('OK')	text/css	etag:%22c756b86c%22	https://hoilhpn.org.vn/CTT_HLHPN-theme/css/bootstrap.css	E:/Task/Pj/HoiPN/hoilhpn.org.vn/CTT_HLHPN-theme/css/bootstrap.css	(from https://hoilhpn.org.vn/trang-chu)
14:34:03	3169/3169	---M-Z	200	added ('OK')	text/css	etag:%22c2fefcc4%22	https://hoilhpn.org.vn/CTT_HLHPN-theme/css/slick.css	E:/Task/Pj/HoiPN/hoilhpn.org.vn/CTT_HLHPN-theme/css/slick.css	(from https://hoilhpn.org.vn/trang-chu)
14:34:04	105767/105767	---M-Z	200	added ('OK')	text/css	etag:%227602d433%22	https://hoilhpn.org.vn/CTT_HLHPN-theme/css/mainCustom.css	E:/Task/Pj/HoiPN/hoilhpn.org.vn/CTT_HLHPN-theme/css/mainCustom.css	(from https://hoilhpn.org.vn/trang-chu)
14:34:04	1057/1057	---M-Z	200	added ('OK')	text/css	etag:%22ce3e218d%22	https://hoilhpn.org.vn/CTT_HLHPN-theme/css/sm-core-css.css	E:/Task/Pj/HoiPN/hoilhpn.org.vn/CTT_HLHPN-theme/css/sm-core-css.css	(from https://hoilhpn.org.vn/trang-chu)
14:34:05	5871/5871	---M-Z	200	added ('OK')	text/css	etag:%228ba54564%22	https://hoilhpn.org.vn/CTT_HLHPN-theme/css/sm-simple.css	E:/Task/Pj/HoiPN/hoilhpn.org.vn/CTT_HLHPN-theme/css/sm-simple.css	(from https://hoilhpn.org.vn/trang-chu)
14:34:05	141209/141209	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:10%20GMT	https://hoilhpn.org.vn/web/guest	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:06	32546/32546	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2002:41:29%20GMT	https://hoilhpn.org.vn/documents/20182/20870/WedJan06094129ICT2021_trang_chinh_moi_2.png/566e5713-4694-4f9c-b381-816e0a9ec863	E:/Task/Pj/HoiPN/hoilhpn.org.vn/documents/20182/20870/WedJan06094129ICT2021_trang_chinh_moi_2.png/WedJan06094129ICT2021_trang_chinh_moi_2.png	(from https://hoilhpn.org.vn/trang-chu)
14:34:06	33660/33660	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2001:33:22%20GMT	https://hoilhpn.org.vn/documents/20182/20870/WedJan06083322ICT2021_anh_nen.png/8f8fa719-823c-413a-83d6-c8e63486b69c	E:/Task/Pj/HoiPN/hoilhpn.org.vn/documents/20182/20870/WedJan06083322ICT2021_anh_nen.png/WedJan06083322ICT2021_anh_nen.png	(from https://hoilhpn.org.vn/trang-chu)
14:34:07	0/0	---M--	301	error ('Moved%20Permanently')	\hoi%07	date:Mon,%2001%20Apr%202024%2007:34:11%20GMT	https://hoilhpn.org.vn/web/guest/trang-chu	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/trang-chu.1f.delayed	(from https://hoilhpn.org.vn/trang-chu)
14:34:08	79214/79214	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:11%20GMT	https://hoilhpn.org.vn/web/guest/gioi-thieu	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/gioi-thieu.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:08	0/0	---M--	301	error ('Moved%20Permanently')		date:Mon,%2001%20Apr%202024%2007:34:12%20GMT	https://hoilhpn.org.vn/web/guest/he-thong-to-chuc-hoi-lhpnvn	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/he-thong-to-chuc-hoi-lhpnvn.22.delayed	(from https://hoilhpn.org.vn/trang-chu)
14:34:09	74825/74825	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:13%20GMT	https://hoilhpn.org.vn/web/guest/gioi-thieu-chu-tich-cac-pct	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/gioi-thieu-chu-tich-cac-pct.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:10	84764/84764	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:14%20GMT	https://hoilhpn.org.vn/web/guest/trung-uong-hoi-lien-hiep-phu-nu1	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/trung-uong-hoi-lien-hiep-phu-nu1.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:11	98363/98363	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:14%20GMT	https://hoilhpn.org.vn/web/guest/hoi-lhpn-cac-tinh-thanh-pho	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/hoi-lhpn-cac-tinh-thanh-pho.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:12	84707/84707	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:15%20GMT	https://hoilhpn.org.vn/web/guest/hoi-lhpn-qua-cac-thoi-ky	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/hoi-lhpn-qua-cac-thoi-ky.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:13	131215/131215	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:16%20GMT	https://hoilhpn.org.vn/web/guest/tin-tuc-su-kien	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/tin-tuc-su-kien.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:13	138068/138068	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:17%20GMT	https://hoilhpn.org.vn/web/guest/tam-iem	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/tam-iem.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:14	114482/114482	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:18%20GMT	https://hoilhpn.org.vn/web/guest/quan-iem-cua-hoi	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/quan-iem-cua-hoi.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:15	135411/135411	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:19%20GMT	https://hoilhpn.org.vn/web/guest/phong-chong-covid-19	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/phong-chong-covid-19.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:16	128982/128982	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:19%20GMT	https://hoilhpn.org.vn/web/guest/gioi-va-phat-trien	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/gioi-va-phat-trien.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:17	122783/122783	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:20%20GMT	https://hoilhpn.org.vn/web/guest/70-nam-chien-thang-ien-bien-phu	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/70-nam-chien-thang-ien-bien-phu.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:18	135473/135473	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:22%20GMT	https://hoilhpn.org.vn/web/guest/hoat-dong-hoi	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/hoat-dong-hoi.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:19	98658/98658	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:23%20GMT	https://hoilhpn.org.vn/web/guest/cuoc-thi-pnkn-2024	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/cuoc-thi-pnkn-2024.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:20	119159/119159	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:24%20GMT	https://hoilhpn.org.vn/web/guest/xay-dung-ntm	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/xay-dung-ntm.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:21	125929/125929	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:25%20GMT	https://hoilhpn.org.vn/web/guest/nhiem-vu-3	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/nhiem-vu-3.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:22	134490/134490	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:26%20GMT	https://hoilhpn.org.vn/web/guest/chuyen-oi-so	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/chuyen-oi-so.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:22	120566/120566	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:26%20GMT	https://hoilhpn.org.vn/web/guest/bao-ve-moi-truong-phong-chong-rac-thai-nhua	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/bao-ve-moi-truong-phong-chong-rac-thai-nhua.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:23	133084/133084	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:27%20GMT	https://hoilhpn.org.vn/web/guest/an-toan-cho-phu-nu-va-tre-emre-em	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/an-toan-cho-phu-nu-va-tre-emre-em.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:24	130502/130502	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:28%20GMT	https://hoilhpn.org.vn/web/guest/nhiem-vu-1	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/nhiem-vu-1.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:25	123210/123210	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:29%20GMT	https://hoilhpn.org.vn/web/guest/nhiem-vu-2	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/nhiem-vu-2.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:26	110876/110876	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:30%20GMT	https://hoilhpn.org.vn/web/guest/cong-tac-kiem-tra	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/cong-tac-kiem-tra.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:27	127073/127073	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:31%20GMT	https://hoilhpn.org.vn/web/guest/xay-dung-to-chuc-hoi	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/xay-dung-to-chuc-hoi.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:28	123424/123424	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:32%20GMT	https://hoilhpn.org.vn/web/guest/giam-sat-phan-bien-xa-hoi	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/giam-sat-phan-bien-xa-hoi.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:28	127174/127174	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:32%20GMT	https://hoilhpn.org.vn/web/guest/hoat-ong-quoc-te	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/hoat-ong-quoc-te.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:29	119874/119874	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:33%20GMT	https://hoilhpn.org.vn/web/guest/mo-hinh-hieu-qua	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/mo-hinh-hieu-qua.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:30	127281/127281	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:34%20GMT	https://hoilhpn.org.vn/web/guest/phong-chong-blg-	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/phong-chong-blg-.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:31	132945/132945	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:35%20GMT	https://hoilhpn.org.vn/web/guest/me-o-au	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/me-o-au.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:32	119834/119834	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:36%20GMT	https://hoilhpn.org.vn/web/guest/quan-ly-vao-trao-oi	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/quan-ly-vao-trao-oi.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:33	125662/125662	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:37%20GMT	https://hoilhpn.org.vn/web/guest/-oc-va-suy-ngam	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/-oc-va-suy-ngam.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:34	133534/133534	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:38%20GMT	https://hoilhpn.org.vn/web/guest/phu-nu-tren-cac-linh-vuc	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/phu-nu-tren-cac-linh-vuc.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:35	123443/123443	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:40%20GMT	https://hoilhpn.org.vn/web/guest/nu-lanh-ao	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/nu-lanh-ao.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:36	125547/125547	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:40%20GMT	https://hoilhpn.org.vn/web/guest/nu-tri-thuc	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/nu-tri-thuc.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:37	125995/125995	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:41%20GMT	https://hoilhpn.org.vn/web/guest/nu-doanh-nhan	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/nu-doanh-nhan.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:38	125521/125521	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:42%20GMT	https://hoilhpn.org.vn/web/guest/nu-trong-llvt	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/nu-trong-llvt.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:39	130593/130593	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:43%20GMT	https://hoilhpn.org.vn/web/guest/phu-nu-the-gioi	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/phu-nu-the-gioi.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:40	130168/130168	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:44%20GMT	https://hoilhpn.org.vn/web/guest/dan-toc-ton-giao	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/dan-toc-ton-giao.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:41	119490/119490	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:45%20GMT	https://hoilhpn.org.vn/web/guest/phu-nu-dtts-ton-giao	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/phu-nu-dtts-ton-giao.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:42	127272/127272	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:46%20GMT	https://hoilhpn.org.vn/web/guest/truyen-thong-van-hoa	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/truyen-thong-van-hoa.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:43	139886/139886	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:47%20GMT	https://hoilhpn.org.vn/web/guest/danh-cho-hoi-vien-phu-nu	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/danh-cho-hoi-vien-phu-nu.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:44	121226/121226	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:47%20GMT	https://hoilhpn.org.vn/web/guest/tai-lieu-sinh-hoat-hoi-vien	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/tai-lieu-sinh-hoat-hoi-vien.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:45	135225/135225	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:48%20GMT	https://hoilhpn.org.vn/web/guest/kien-thuc-ky-nang	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/kien-thuc-ky-nang.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:46	126996/126996	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:50%20GMT	https://hoilhpn.org.vn/web/guest/tuyen-truyen-phap-luat	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/tuyen-truyen-phap-luat.html	(from https://hoilhpn.org.vn/trang-chu)
14:34:47	127982/127982	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2007:34:51%20GMT	https://hoilhpn.org.vn/web/guest/gioi-thieu-van-ban-moi	E:/Task/Pj/HoiPN/hoilhpn.org.vn/web/guest/gioi-thieu-van-ban-moi.html	(from https://hoilhpn.org.vn/trang-chu)
